source,model_name,device_type,gpu_type,tp,pp,pipeline_stages,tp_per_stage,num_gpus,num_replicas,max_input_length,max_output_length,batch_size,total_tokens_per_sec,input_tokens_per_sec,output_tokens_per_sec,cost_per_hour,dollar_per_million_token,total_cost,mem_per_gpu_gb,budget_tested,e2e_p50_s,e2e_p90_s,e2e_p99_s,is_best,layer_mapping,num_requests,output_dir,placement,rps,sim_duration_s,source_path,status,total_input_tokens,total_layers,total_output_tokens,total_runtime_hours,tpot_p50_s,tpot_p90_s,tpot_p99_s,ttft_p50_s,ttft_p90_s,ttft_p99_s
solver,llama3-70b-decode,"g5.12xlarge#3,g5.48xlarge#1,g5.48xlarge#3",A10G,,5,5.0,"{PP_1:4, PP_2:4, PP_3:4, PP_4:4, PP_5:4}",20.0,,16384.0,16384.0,32.0,75.06,0.0,75.06,38.25,141.548054,141.55,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:24.0}",49.59,,,,NO,"{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}",,,"{PP_1:{g5.48xlarge#3:4}, PP_2:{g5.48xlarge#1:4}, PP_3:{g5.12xlarge#3:4}, PP_4:{g5.48xlarge#3:4}, PP_5:{g5.48xlarge#1:4}}",,,large-decode/method_enumeration-wrk_decode-in16384-out16384-bs32_32-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,3.7,,,,,,
solver,llama3-70b-decode,"g5.12xlarge#3,g5.48xlarge#1,g5.48xlarge#3",A10G,,5,5.0,"{PP_1:4, PP_2:4, PP_3:4, PP_4:4, PP_5:4}",20.0,,16384.0,16384.0,32.0,75.06,0.0,75.06,38.25,141.548054,141.55,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:24.0}",196.61,,,,NO,"{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}",,,"{PP_1:{g5.48xlarge#3:4}, PP_2:{g5.48xlarge#1:4}, PP_3:{g5.12xlarge#3:4}, PP_4:{g5.48xlarge#3:4}, PP_5:{g5.48xlarge#1:4}}",,,large-decode/method_enumeration-wrk_decode-in16384-out16384-bs32_32-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,3.7,,,,,,
solver,llama3-70b-decode,"g5.12xlarge#3,g5.48xlarge#1,g5.48xlarge#3",A10G,,5,5.0,"{PP_1:4, PP_2:4, PP_3:4, PP_4:4, PP_5:4}",20.0,,16384.0,16384.0,32.0,75.06,0.0,75.06,38.25,141.548054,141.55,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:24.0}",393.22,,,,NO,"{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}",,,"{PP_1:{g5.48xlarge#3:4}, PP_2:{g5.48xlarge#1:4}, PP_3:{g5.12xlarge#3:4}, PP_4:{g5.48xlarge#3:4}, PP_5:{g5.48xlarge#1:4}}",,,large-decode/method_enumeration-wrk_decode-in16384-out16384-bs32_32-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,3.7,,,,,,
solver,llama3-70b-decode,"g5.48xlarge#2,p4de.24xlarge#0","A100,A10G",,2,2.0,"{PP_1:8, PP_2:8}",16.0,,16384.0,16384.0,64.0,288.0,0.0,288.0,57.25,55.217216,55.22,"{PP_1:80.0, PP_2:24.0}",65.59,,,,YES,"{PP_1:1-64, PP_2:65-80}",,,"{PP_1:{p4de.24xlarge#0:8}, PP_2:{g5.48xlarge#2:8}}",,,large-decode/method_enumeration-wrk_decode-in16384-out16384-bs64_64-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,0.96,,,,,,
solver,llama3-70b-decode,"p3dn.24xlarge#0,p4de.24xlarge#0","A100,V100",,2,2.0,"{PP_1:8, PP_2:8}",16.0,,16384.0,16384.0,64.0,357.98,0.0,357.98,72.17,56.001312,56.0,"{PP_1:80.0, PP_2:32.0}",81.99,,,,NO,"{PP_1:1-64, PP_2:65-80}",,,"{PP_1:{p4de.24xlarge#0:8}, PP_2:{p3dn.24xlarge#0:8}}",,,large-decode/method_enumeration-wrk_decode-in16384-out16384-bs64_64-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,0.78,,,,,,
solver,llama3-70b-decode,"p3dn.24xlarge#0,p4de.24xlarge#0","A100,V100",,2,2.0,"{PP_1:8, PP_2:8}",16.0,,16384.0,16384.0,64.0,357.98,0.0,357.98,72.17,56.001312,56.0,"{PP_1:80.0, PP_2:32.0}",196.61,,,,NO,"{PP_1:1-64, PP_2:65-80}",,,"{PP_1:{p4de.24xlarge#0:8}, PP_2:{p3dn.24xlarge#0:8}}",,,large-decode/method_enumeration-wrk_decode-in16384-out16384-bs64_64-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,0.78,,,,,,
solver,llama3-70b-decode,"p3dn.24xlarge#0,p4de.24xlarge#0","A100,V100",,2,2.0,"{PP_1:8, PP_2:8}",16.0,,16384.0,16384.0,64.0,357.98,0.0,357.98,72.17,56.001312,56.0,"{PP_1:80.0, PP_2:32.0}",393.22,,,,NO,"{PP_1:1-64, PP_2:65-80}",,,"{PP_1:{p4de.24xlarge#0:8}, PP_2:{p3dn.24xlarge#0:8}}",,,large-decode/method_enumeration-wrk_decode-in16384-out16384-bs64_64-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,0.78,,,,,,
solver,llama3-70b-decode,"g6e.24xlarge#3,p4de.24xlarge#0","A100,L40S",,5,5.0,"{PP_1:2, PP_2:2, PP_3:2, PP_4:4, PP_5:2}",12.0,,16384.0,16384.0,64.0,212.97,0.0,212.97,54.66,71.29463,71.29,"{PP_1:80.0, PP_2:80.0, PP_3:80.0, PP_4:48.0, PP_5:80.0}",54.66,,,,NO,"{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}",,,"{PP_1:{p4de.24xlarge#0:2}, PP_2:{p4de.24xlarge#0:2}, PP_3:{p4de.24xlarge#0:2}, PP_4:{g6e.24xlarge#3:4}, PP_5:{p4de.24xlarge#0:2}}",,,large-decode/method_enumeration-wrk_decode-in16384-out16384-bs64_64-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,1.3,,,,,,
solver,llama3-70b-decode,"g5.12xlarge#0,g5.12xlarge#1,g6e.4xlarge#1","L40S,A10G",,5,5.0,"{PP_1:2, PP_2:2, PP_3:2, PP_4:2, PP_5:1}",9.0,,2048.0,2048.0,32.0,75.92,0.0,75.92,14.76,54.005472,54.01,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:48.0}",14.76,,,,YES,"{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}",,,"{PP_1:{g5.12xlarge#1:2}, PP_2:{g5.12xlarge#0:2}, PP_3:{g5.12xlarge#0:2}, PP_4:{g5.12xlarge#1:2}, PP_5:{g6e.4xlarge#1:1}}",,,large-decode/method_enumeration-wrk_decode-in2048-out2048-bs32_32-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,3.66,,,,,,
solver,llama3-70b-decode,"g6e.24xlarge#0,g6e.4xlarge#2",L40S,,5,5.0,"{PP_1:1, PP_2:1, PP_3:1, PP_4:1, PP_5:1}",5.0,,2048.0,2048.0,32.0,75.92,0.0,75.92,17.12,62.640494,62.64,"{PP_1:48.0, PP_2:48.0, PP_3:48.0, PP_4:48.0, PP_5:48.0}",393.22,,,,NO,"{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}",,,"{PP_1:{g6e.24xlarge#0:1}, PP_2:{g6e.24xlarge#0:1}, PP_3:{g6e.4xlarge#2:1}, PP_4:{g6e.24xlarge#0:1}, PP_5:{g6e.24xlarge#0:1}}",,,large-decode/method_enumeration-wrk_decode-in2048-out2048-bs32_32-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,3.66,,,,,,
solver,llama3-70b-decode,"g5.12xlarge#3,g5.24xlarge#2,g6e.4xlarge#1","L40S,A10G",,5,5.0,"{PP_1:2, PP_2:2, PP_3:1, PP_4:2, PP_5:2}",9.0,,2048.0,2048.0,32.0,75.92,0.0,75.92,17.23,63.042973,63.04,"{PP_1:24.0, PP_2:24.0, PP_3:48.0, PP_4:24.0, PP_5:24.0}",17.71,,,,NO,"{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}",,,"{PP_1:{g5.12xlarge#3:2}, PP_2:{g5.12xlarge#3:2}, PP_3:{g6e.4xlarge#1:1}, PP_4:{g5.24xlarge#2:2}, PP_5:{g5.24xlarge#2:2}}",,,large-decode/method_enumeration-wrk_decode-in2048-out2048-bs32_32-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,3.66,,,,,,
solver,llama3-70b-decode,"g5.48xlarge#2,g6e.4xlarge#3","L40S,A10G",,5,5.0,"{PP_1:2, PP_2:2, PP_3:2, PP_4:2, PP_5:1}",9.0,,2048.0,2048.0,32.0,75.92,0.0,75.92,19.71,72.117064,72.12,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:48.0}",196.61,,,,NO,"{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}",,,"{PP_1:{g5.48xlarge#2:2}, PP_2:{g5.48xlarge#2:2}, PP_3:{g5.48xlarge#2:2}, PP_4:{g5.48xlarge#2:2}, PP_5:{g6e.4xlarge#3:1}}",,,large-decode/method_enumeration-wrk_decode-in2048-out2048-bs32_32-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,3.66,,,,,,
solver,llama3-70b-decode,"g5.48xlarge#2,g6e.4xlarge#3","L40S,A10G",,5,5.0,"{PP_1:2, PP_2:2, PP_3:2, PP_4:1, PP_5:2}",9.0,,2048.0,2048.0,32.0,75.92,0.0,75.92,19.71,72.117064,72.12,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:48.0, PP_5:24.0}",22.14,,,,NO,"{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}",,,"{PP_1:{g5.48xlarge#2:2}, PP_2:{g5.48xlarge#2:2}, PP_3:{g5.48xlarge#2:2}, PP_4:{g6e.4xlarge#3:1}, PP_5:{g5.48xlarge#2:2}}",,,large-decode/method_enumeration-wrk_decode-in2048-out2048-bs32_32-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,3.66,,,,,,
solver,llama3-70b-decode,"g5.12xlarge#1,g5.12xlarge#3,g6e.4xlarge#3","L40S,A10G",,5,5.0,"{PP_1:2, PP_2:2, PP_3:1, PP_4:2, PP_5:2}",9.0,,2048.0,2048.0,64.0,160.42,0.0,160.42,14.76,25.558587,25.56,"{PP_1:24.0, PP_2:24.0, PP_3:48.0, PP_4:24.0, PP_5:24.0}",14.76,,,,YES,"{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}",,,"{PP_1:{g5.12xlarge#1:2}, PP_2:{g5.12xlarge#3:2}, PP_3:{g6e.4xlarge#3:1}, PP_4:{g5.12xlarge#1:2}, PP_5:{g5.12xlarge#3:2}}",,,large-decode/method_enumeration-wrk_decode-in2048-out2048-bs64_64-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,1.73,,,,,,
solver,llama3-70b-decode,"g5.12xlarge#1,g5.12xlarge#3,g6e.4xlarge#3","L40S,A10G",,5,5.0,"{PP_1:2, PP_2:2, PP_3:1, PP_4:2, PP_5:2}",9.0,,2048.0,2048.0,64.0,160.42,0.0,160.42,14.76,25.558587,25.56,"{PP_1:24.0, PP_2:24.0, PP_3:48.0, PP_4:24.0, PP_5:24.0}",17.71,,,,YES,"{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}",,,"{PP_1:{g5.12xlarge#1:2}, PP_2:{g5.12xlarge#3:2}, PP_3:{g6e.4xlarge#3:1}, PP_4:{g5.12xlarge#1:2}, PP_5:{g5.12xlarge#3:2}}",,,large-decode/method_enumeration-wrk_decode-in2048-out2048-bs64_64-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,1.73,,,,,,
solver,llama3-70b-decode,"g5.12xlarge#1,g5.12xlarge#3,g6e.4xlarge#3","L40S,A10G",,5,5.0,"{PP_1:2, PP_2:2, PP_3:1, PP_4:2, PP_5:2}",9.0,,2048.0,2048.0,64.0,160.42,0.0,160.42,14.76,25.558587,25.56,"{PP_1:24.0, PP_2:24.0, PP_3:48.0, PP_4:24.0, PP_5:24.0}",22.14,,,,YES,"{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}",,,"{PP_1:{g5.12xlarge#1:2}, PP_2:{g5.12xlarge#3:2}, PP_3:{g6e.4xlarge#3:1}, PP_4:{g5.12xlarge#1:2}, PP_5:{g5.12xlarge#3:2}}",,,large-decode/method_enumeration-wrk_decode-in2048-out2048-bs64_64-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,1.73,,,,,,
solver,llama3-70b-decode,"g6e.4xlarge#0,p3dn.24xlarge#2","V100,L40S",,3,3.0,"{PP_1:1, PP_2:4, PP_3:4}",9.0,,2048.0,2048.0,64.0,192.5,0.0,192.5,34.63,49.971424,49.97,"{PP_1:48.0, PP_2:32.0, PP_3:32.0}",196.61,,,,NO,"{PP_1:1-16, PP_2:17-48, PP_3:49-80}",,,"{PP_1:{g6e.4xlarge#0:1}, PP_2:{p3dn.24xlarge#2:4}, PP_3:{p3dn.24xlarge#2:4}}",,,large-decode/method_enumeration-wrk_decode-in2048-out2048-bs64_64-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,1.44,,,,,,
solver,llama3-70b-decode,"g6e.4xlarge#0,p3dn.24xlarge#2","V100,L40S",,3,3.0,"{PP_1:1, PP_2:4, PP_3:4}",9.0,,2048.0,2048.0,64.0,192.5,0.0,192.5,34.63,49.971424,49.97,"{PP_1:48.0, PP_2:32.0, PP_3:32.0}",393.22,,,,NO,"{PP_1:1-16, PP_2:17-48, PP_3:49-80}",,,"{PP_1:{g6e.4xlarge#0:1}, PP_2:{p3dn.24xlarge#2:4}, PP_3:{p3dn.24xlarge#2:4}}",,,large-decode/method_enumeration-wrk_decode-in2048-out2048-bs64_64-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,1.44,,,,,,
solver,llama3-70b-decode,"g5.12xlarge#1,g6e.48xlarge#2","L40S,A10G",,5,5.0,"{PP_1:4, PP_2:2, PP_3:2, PP_4:2, PP_5:2}",12.0,,4096.0,4096.0,64.0,243.24,0.0,243.24,33.06,37.753911,37.75,"{PP_1:24.0, PP_2:48.0, PP_3:48.0, PP_4:48.0, PP_5:48.0}",33.06,,,,YES,"{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}",,,"{PP_1:{g5.12xlarge#1:4}, PP_2:{g6e.48xlarge#2:2}, PP_3:{g6e.48xlarge#2:2}, PP_4:{g6e.48xlarge#2:2}, PP_5:{g6e.48xlarge#2:2}}",,,large-decode/method_enumeration-wrk_decode-in4096-out4096-bs64_64-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,1.14,,,,,,
solver,llama3-70b-decode,"g5.12xlarge#2,g5.48xlarge#2,g5.48xlarge#3",A10G,,5,5.0,"{PP_1:4, PP_2:4, PP_3:4, PP_4:4, PP_5:4}",20.0,,4096.0,4096.0,64.0,246.68,0.0,246.68,38.25,43.071268,43.07,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:24.0}",39.67,,,,NO,"{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}",,,"{PP_1:{g5.12xlarge#2:4}, PP_2:{g5.48xlarge#2:4}, PP_3:{g5.48xlarge#3:4}, PP_4:{g5.48xlarge#3:4}, PP_5:{g5.48xlarge#2:4}}",,,large-decode/method_enumeration-wrk_decode-in4096-out4096-bs64_64-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,1.13,,,,,,
solver,llama3-70b-decode,"g5.12xlarge#2,g5.48xlarge#2,g5.48xlarge#3",A10G,,5,5.0,"{PP_1:4, PP_2:4, PP_3:4, PP_4:4, PP_5:4}",20.0,,4096.0,4096.0,64.0,246.68,0.0,246.68,38.25,43.071268,43.07,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:24.0}",49.59,,,,NO,"{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}",,,"{PP_1:{g5.12xlarge#2:4}, PP_2:{g5.48xlarge#2:4}, PP_3:{g5.48xlarge#3:4}, PP_4:{g5.48xlarge#3:4}, PP_5:{g5.48xlarge#2:4}}",,,large-decode/method_enumeration-wrk_decode-in4096-out4096-bs64_64-20260124_163326/solution_summary.csv,SUCCESS,,80.0,,1.13,,,,,,
